cashTranNo;amount;portfolioRefCode
178345;10000000;nt18346
178346;10000000;nt18347
178347;10000000;nt18348
178348;10000000;nt18349
178349;10000000;nt18350
178350;10000000;nt18351
178351;10000000;nt18352
178352;10000000;nt18353
178353;10000000;nt18354
178354;10000000;nt18355
178355;10000000;nt18356
178356;10000000;nt18357
178357;10000000;nt18358
178358;10000000;nt18359
178359;10000000;nt18360
178360;10000000;nt18361
178361;10000000;nt18362
178362;10000000;nt18363
178363;10000000;nt18364
178364;10000000;nt18365
178365;10000000;nt18366
178366;10000000;nt18367
178367;10000000;nt18368
178368;10000000;nt18369
178369;10000000;nt18370
178370;10000000;nt18371
178371;10000000;nt18372
178372;10000000;nt18373
178373;10000000;nt18374
178374;10000000;nt18375
178375;10000000;nt18376
178376;10000000;nt18377
178377;10000000;nt18378
178378;10000000;nt18379
178379;10000000;nt18380
178380;10000000;nt18381
178381;10000000;nt18382
178382;10000000;nt18383
178383;10000000;nt18384
178384;10000000;nt18385
178385;10000000;nt18386
178386;10000000;nt18387
178387;10000000;nt18388
178388;10000000;nt18389
178389;10000000;nt18390
178390;10000000;nt18391
178391;10000000;nt18392
178392;10000000;nt18393
178393;10000000;nt18394
178394;10000000;nt18395
178395;10000000;nt18396
178396;10000000;nt18397
178397;10000000;nt18398
178398;10000000;nt18399
178399;10000000;nt18400
178400;10000000;nt18401
178401;10000000;nt18402
178402;10000000;nt18403
178403;10000000;nt18404
178404;10000000;nt18405
178405;10000000;nt18406
178406;10000000;nt18407
178407;10000000;nt18408
178408;10000000;nt18409
178409;10000000;nt18410
178410;10000000;nt18411
178411;10000000;nt18412
178412;10000000;nt18413
178413;10000000;nt18414
178414;10000000;nt18415
178415;10000000;nt18416
178416;10000000;nt18417
178417;10000000;nt18418
178418;10000000;nt18419
178419;10000000;nt18420
178420;10000000;nt18421
178421;10000000;nt18422
178422;10000000;nt18423
178423;10000000;nt18424
178424;10000000;nt18425
178425;10000000;nt18426
178426;10000000;nt18427
178427;10000000;nt18428
178428;10000000;nt18429
178429;10000000;nt18430
178430;10000000;nt18431
178431;10000000;nt18432
178432;10000000;nt18433
178433;10000000;nt18434
178434;10000000;nt18435
178435;10000000;nt18436
178436;10000000;nt18437
178437;10000000;nt18438
178438;10000000;nt18439
178439;10000000;nt18440
178440;10000000;nt18441
178441;10000000;nt18442
178442;10000000;nt18443
178443;10000000;nt18444
178444;10000000;nt18445
178445;10000000;nt18446
178446;10000000;nt18447
178447;10000000;nt18448
178448;10000000;nt18449
178449;10000000;nt18450
178450;10000000;nt18451
178451;10000000;nt18452
178452;10000000;nt18453
178453;10000000;nt18454
178454;10000000;nt18455
178455;10000000;nt18456
178456;10000000;nt18457
178457;10000000;nt18458
178458;10000000;nt18459
178459;10000000;nt18460
178460;10000000;nt18461
178461;10000000;nt18462
178462;10000000;nt18463
178463;10000000;nt18464
178464;10000000;nt18465
178465;10000000;nt18466
178466;10000000;nt18467
178467;10000000;nt18468
178468;10000000;nt18469
178469;10000000;nt18470
178470;10000000;nt18471
178471;10000000;nt18472
178472;10000000;nt18473
178473;10000000;nt18474
178474;10000000;nt18475
178475;10000000;nt18476
178476;10000000;nt18477
178477;10000000;nt18478
178478;10000000;nt18479
178479;10000000;nt18480
178480;10000000;nt18481
178481;10000000;nt18482
178482;10000000;nt18483
178483;10000000;nt18484
178484;10000000;nt18485
178485;10000000;nt18486
178486;10000000;nt18487
178487;10000000;nt18488
178488;10000000;nt18489
178489;10000000;nt18490
178490;10000000;nt18491
178491;10000000;nt18492
178492;10000000;nt18493
178493;10000000;nt18494
178494;10000000;nt18495
178495;10000000;nt18496
178496;10000000;nt18497
178497;10000000;nt18498
178498;10000000;nt18499
178499;10000000;nt18500
178500;10000000;nt18501
178501;10000000;nt18502
178502;10000000;nt18503
178503;10000000;nt18504
178504;10000000;nt18505
178505;10000000;nt18506
178506;10000000;nt18507
178507;10000000;nt18508
178508;10000000;nt18509
178509;10000000;nt18510
178510;10000000;nt18511
178511;10000000;nt18512
178512;10000000;nt18513
178513;10000000;nt18514
178514;10000000;nt18515
178515;10000000;nt18516
178516;10000000;nt18517
178517;10000000;nt18518
178518;10000000;nt18519
178519;10000000;nt18520
178520;10000000;nt18521
178521;10000000;nt18522
178522;10000000;nt18523
178523;10000000;nt18524
178524;10000000;nt18525
178525;10000000;nt18526
178526;10000000;nt18527
178527;10000000;nt18528
178528;10000000;nt18529
178529;10000000;nt18530
178530;10000000;nt18531
178531;10000000;nt18532
178532;10000000;nt18533
178533;10000000;nt18534
178534;10000000;nt18535
178535;10000000;nt18536
178536;10000000;nt18537
178537;10000000;nt18538
178538;10000000;nt18539
178539;10000000;nt18540
178540;10000000;nt18541
178541;10000000;nt18542
178542;10000000;nt18543
178543;10000000;nt18544
178544;10000000;nt18545
178545;10000000;nt18546
178546;10000000;nt18547
178547;10000000;nt18548
178548;10000000;nt18549
178549;10000000;nt18550
178550;10000000;nt18551
178551;10000000;nt18552
178552;10000000;nt18553
178553;10000000;nt18554
178554;10000000;nt18555
178555;10000000;nt18556
178556;10000000;nt18557
178557;10000000;nt18558
178558;10000000;nt18559
178559;10000000;nt18560
178560;10000000;nt18561
178561;10000000;nt18562
178562;10000000;nt18563
178563;10000000;nt18564
178564;10000000;nt18565
178565;10000000;nt18566
178566;10000000;nt18567
178567;10000000;nt18568
178568;10000000;nt18569
178569;10000000;nt18570
178570;10000000;nt18571
178571;10000000;nt18572
178572;10000000;nt18573
178573;10000000;nt18574
178574;10000000;nt18575
178575;10000000;nt18576
178576;10000000;nt18577
178577;10000000;nt18578
178578;10000000;nt18579
178579;10000000;nt18580
178580;10000000;nt18581
178581;10000000;nt18582
178582;10000000;nt18583
178583;10000000;nt18584
178584;10000000;nt18585
178585;10000000;nt18586
178586;10000000;nt18587
178587;10000000;nt18588
178588;10000000;nt18589
178589;10000000;nt18590
178590;10000000;nt18591
178591;10000000;nt18592
178592;10000000;nt18593
178593;10000000;nt18594
178594;10000000;nt18595
178595;10000000;nt18596
178596;10000000;nt18597
178597;10000000;nt18598
178598;10000000;nt18599
178599;10000000;nt18600
178600;10000000;nt18601
178601;10000000;nt18602
178602;10000000;nt18603
178603;10000000;nt18604
178604;10000000;nt18605
178605;10000000;nt18606
178606;10000000;nt18607
178607;10000000;nt18608
178608;10000000;nt18609
178609;10000000;nt18610
178610;10000000;nt18611
178611;10000000;nt18612
178612;10000000;nt18613
178613;10000000;nt18614
178614;10000000;nt18615
178615;10000000;nt18616
178616;10000000;nt18617
178617;10000000;nt18618
178618;10000000;nt18619
178619;10000000;nt18620
178620;10000000;nt18621
178621;10000000;nt18622
178622;10000000;nt18623
178623;10000000;nt18624
178624;10000000;nt18625
178625;10000000;nt18626
178626;10000000;nt18627
178627;10000000;nt18628
178628;10000000;nt18629
178629;10000000;nt18630
178630;10000000;nt18631
178631;10000000;nt18632
178632;10000000;nt18633
178633;10000000;nt18634
178634;10000000;nt18635
178635;10000000;nt18636
178636;10000000;nt18637
178637;10000000;nt18638
178638;10000000;nt18639
178639;10000000;nt18640
178640;10000000;nt18641
178641;10000000;nt18642
178642;10000000;nt18643
178643;10000000;nt18644
178644;10000000;nt18645
178645;10000000;nt18646
178646;10000000;nt18647
178647;10000000;nt18648
178648;10000000;nt18649
178649;10000000;nt18650
178650;10000000;nt18651
178651;10000000;nt18652
178652;10000000;nt18653
178653;10000000;nt18654
178654;10000000;nt18655
178655;10000000;nt18656
178656;10000000;nt18657
178657;10000000;nt18658
178658;10000000;nt18659
178659;10000000;nt18660
178660;10000000;nt18661
178661;10000000;nt18662
178662;10000000;nt18663
178663;10000000;nt18664
178664;10000000;nt18665
178665;10000000;nt18666
178666;10000000;nt18667
178667;10000000;nt18668
178668;10000000;nt18669
178669;10000000;nt18670
178670;10000000;nt18671
178671;10000000;nt18672
178672;10000000;nt18673
178673;10000000;nt18674
178674;10000000;nt18675
178675;10000000;nt18676
178676;10000000;nt18677
178677;10000000;nt18678
178678;10000000;nt18679
178679;10000000;nt18680
178680;10000000;nt18681
178681;10000000;nt18682
178682;10000000;nt18683
178683;10000000;nt18684
178684;10000000;nt18685
178685;10000000;nt18686
178686;10000000;nt18687
178687;10000000;nt18688
178688;10000000;nt18689
178689;10000000;nt18690
178690;10000000;nt18691
178691;10000000;nt18692
178692;10000000;nt18693
178693;10000000;nt18694
178694;10000000;nt18695
178695;10000000;nt18696
178696;10000000;nt18697
178697;10000000;nt18698
178698;10000000;nt18699
178699;10000000;nt18700
178700;10000000;nt18701
178701;10000000;nt18702
178702;10000000;nt18703
178703;10000000;nt18704
178704;10000000;nt18705
178705;10000000;nt18706
178706;10000000;nt18707
178707;10000000;nt18708
178708;10000000;nt18709
178709;10000000;nt18710
178710;10000000;nt18711
178711;10000000;nt18712
178712;10000000;nt18713
178713;10000000;nt18714
178714;10000000;nt18715
178715;10000000;nt18716
178716;10000000;nt18717
178717;10000000;nt18718
178718;10000000;nt18719
178719;10000000;nt18720
178720;10000000;nt18721
178721;10000000;nt18722
178722;10000000;nt18723
178723;10000000;nt18724
178724;10000000;nt18725
178725;10000000;nt18726
178726;10000000;nt18727
178727;10000000;nt18728
178728;10000000;nt18729
178729;10000000;nt18730
178730;10000000;nt18731
178731;10000000;nt18732
178732;10000000;nt18733
178733;10000000;nt18734
178734;10000000;nt18735
178735;10000000;nt18736
178736;10000000;nt18737
178737;10000000;nt18738
178738;10000000;nt18739
178739;10000000;nt18740
178740;10000000;nt18741
178741;10000000;nt18742
178742;10000000;nt18743
178743;10000000;nt18744
178744;10000000;nt18745
178745;10000000;nt18746
178746;10000000;nt18747
178747;10000000;nt18748
178748;10000000;nt18749
178749;10000000;nt18750
178750;10000000;nt18751
178751;10000000;nt18752
178752;10000000;nt18753
178753;10000000;nt18754
178754;10000000;nt18755
178755;10000000;nt18756
178756;10000000;nt18757
178757;10000000;nt18758
178758;10000000;nt18759
178759;10000000;nt18760
178760;10000000;nt18761
178761;10000000;nt18762
178762;10000000;nt18763
178763;10000000;nt18764
178764;10000000;nt18765
178765;10000000;nt18766
178766;10000000;nt18767
178767;10000000;nt18768
178768;10000000;nt18769
178769;10000000;nt18770
178770;10000000;nt18771
178771;10000000;nt18772
178772;10000000;nt18773
178773;10000000;nt18774
178774;10000000;nt18775
178775;10000000;nt18776
178776;10000000;nt18777
178777;10000000;nt18778
178778;10000000;nt18779
178779;10000000;nt18780
178780;10000000;nt18781
178781;10000000;nt18782
178782;10000000;nt18783
178783;10000000;nt18784
178784;10000000;nt18785
178785;10000000;nt18786
178786;10000000;nt18787
178787;10000000;nt18788
178788;10000000;nt18789
178789;10000000;nt18790
178790;10000000;nt18791
178791;10000000;nt18792
178792;10000000;nt18793
178793;10000000;nt18794
178794;10000000;nt18795
178795;10000000;nt18796
178796;10000000;nt18797
178797;10000000;nt18798
178798;10000000;nt18799
178799;10000000;nt18800
178800;10000000;nt18801
178801;10000000;nt18802
178802;10000000;nt18803
178803;10000000;nt18804
178804;10000000;nt18805
178805;10000000;nt18806
178806;10000000;nt18807
178807;10000000;nt18808
178808;10000000;nt18809
178809;10000000;nt18810
178810;10000000;nt18811
178811;10000000;nt18812
178812;10000000;nt18813
178813;10000000;nt18814
178814;10000000;nt18815
178815;10000000;nt18816
178816;10000000;nt18817
178817;10000000;nt18818
178818;10000000;nt18819
178819;10000000;nt18820
178820;10000000;nt18821
178821;10000000;nt18822
178822;10000000;nt18823
178823;10000000;nt18824
178824;10000000;nt18825
178825;10000000;nt18826
178826;10000000;nt18827
178827;10000000;nt18828
178828;10000000;nt18829
178829;10000000;nt18830
178830;10000000;nt18831
178831;10000000;nt18832
178832;10000000;nt18833
178833;10000000;nt18834
178834;10000000;nt18835
178835;10000000;nt18836
178836;10000000;nt18837
178837;10000000;nt18838
178838;10000000;nt18839
178839;10000000;nt18840
178840;10000000;nt18841
178841;10000000;nt18842
178842;10000000;nt18843
178843;10000000;nt18844
178844;10000000;nt18845
178845;10000000;nt18846
178846;10000000;nt18847
178847;10000000;nt18848
178848;10000000;nt18849
178849;10000000;nt18850
178850;10000000;nt18851
178851;10000000;nt18852
178852;10000000;nt18853
178853;10000000;nt18854
178854;10000000;nt18855
178855;10000000;nt18856
178856;10000000;nt18857
178857;10000000;nt18858
178858;10000000;nt18859
178859;10000000;nt18860
178860;10000000;nt18861
178861;10000000;nt18862
178862;10000000;nt18863
178863;10000000;nt18864
178864;10000000;nt18865
178865;10000000;nt18866
178866;10000000;nt18867
178867;10000000;nt18868
178868;10000000;nt18869
178869;10000000;nt18870
178870;10000000;nt18871
178871;10000000;nt18872
178872;10000000;nt18873
178873;10000000;nt18874
178874;10000000;nt18875
178875;10000000;nt18876
178876;10000000;nt18877
178877;10000000;nt18878
178878;10000000;nt18879
178879;10000000;nt18880
178880;10000000;nt18881
178881;10000000;nt18882
178882;10000000;nt18883
178883;10000000;nt18884
178884;10000000;nt18885
178885;10000000;nt18886
178886;10000000;nt18887
178887;10000000;nt18888
178888;10000000;nt18889
178889;10000000;nt18890
178890;10000000;nt18891
178891;10000000;nt18892
178892;10000000;nt18893
178893;10000000;nt18894
178894;10000000;nt18895
178895;10000000;nt18896
178896;10000000;nt18897
178897;10000000;nt18898
178898;10000000;nt18899
178899;10000000;nt18900
178900;10000000;nt18901
178901;10000000;nt18902
178902;10000000;nt18903
178903;10000000;nt18904
178904;10000000;nt18905
178905;10000000;nt18906
178906;10000000;nt18907
178907;10000000;nt18908
178908;10000000;nt18909
178909;10000000;nt18910
178910;10000000;nt18911
178911;10000000;nt18912
178912;10000000;nt18913
178913;10000000;nt18914
178914;10000000;nt18915
178915;10000000;nt18916
178916;10000000;nt18917
178917;10000000;nt18918
178918;10000000;nt18919
178919;10000000;nt18920
178920;10000000;nt18921
178921;10000000;nt18922
178922;10000000;nt18923
178923;10000000;nt18924
178924;10000000;nt18925
178925;10000000;nt18926
178926;10000000;nt18927
178927;10000000;nt18928
178928;10000000;nt18929
178929;10000000;nt18930
178930;10000000;nt18931
178931;10000000;nt18932
178932;10000000;nt18933
178933;10000000;nt18934
178934;10000000;nt18935
178935;10000000;nt18936
178936;10000000;nt18937
178937;10000000;nt18938
178938;10000000;nt18939
178939;10000000;nt18940
178940;10000000;nt18941
178941;10000000;nt18942
178942;10000000;nt18943
178943;10000000;nt18944
178944;10000000;nt18945
178945;10000000;nt18946
178946;10000000;nt18947
178947;10000000;nt18948
178948;10000000;nt18949
178949;10000000;nt18950
178950;10000000;nt18951
178951;10000000;nt18952
178952;10000000;nt18953
178953;10000000;nt18954
178954;10000000;nt18955
178955;10000000;nt18956
178956;10000000;nt18957
178957;10000000;nt18958
178958;10000000;nt18959
178959;10000000;nt18960
178960;10000000;nt18961
178961;10000000;nt18962
178962;10000000;nt18963
178963;10000000;nt18964
178964;10000000;nt18965
178965;10000000;nt18966
178966;10000000;nt18967
178967;10000000;nt18968
178968;10000000;nt18969
178969;10000000;nt18970
178970;10000000;nt18971
178971;10000000;nt18972
178972;10000000;nt18973
178973;10000000;nt18974
178974;10000000;nt18975
178975;10000000;nt18976
178976;10000000;nt18977
178977;10000000;nt18978
178978;10000000;nt18979
178979;10000000;nt18980
